genres,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Crime,Gomorrah?á            ,9638,39,Marco D'Amore,5,,http://www.imdb.com/title/tt2049116/?ref_=fn_tt_tt_1,25,9,8.7,1.85,0
Comedy,Mallrats?á,99033,3254,Joey Lauren Adams,6,comic|ex girlfriend|jay and silent bob|mall|teenager,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,434,898,7.2,1.85,0
Musical,Grease?á,170027,5127,Sid Caesar,2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,350,944,7.2,2.35,13000
Drama,Platoon?á,291603,42028,Kevin Dillon,0,1960s|famous score|hero|vietnam|vietnam war,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,505,854,8.1,1.85,9000
Documentary,Fahrenheit 9/11?á,113152,1448,Ricky Martin,0,anti war|interview|iraq|paranoia|war on terrorism,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,1416,328,7.5,1.85,0
Biography,Butch Cassidy and the Sundance Kid?á,152089,2169,Kenneth Mars,1,bolivia|gang|outlaw|posse|train,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,309,566,8.1,2.35,0
Comedy,Mary Poppins?á,107408,2045,Elsa Lanchester,2,banker|female protagonist|live action and animation|magic|nanny,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,259,279,7.8,1.66,0
Drama,Ordinary People?á,35130,5122,Judd Hirsch,3,choir|death|friend|suicide|therapy,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,283,553,7.8,1.85,0
Action,Around the World in 80 Days?á,68722,3175,C??cile De France,0,19th century|around the world|inventor|martial arts|train,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,191,1000,5.8,2.35,0
Crime,West Side Story?á,71919,1802,Richard Beymer,0,dance|gang|new york city|puerto rican|tragedy,http://www.imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,316,271,7.6,2.2,0
Comedy,Caddyshack?á,81599,14921,Brian Doyle-Murray,3,caddy|country club|golf course|gopher|nudity,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,250,573,7.4,1.85,0
Comedy,The Brothers?á,3198,6419,Jenifer Lewis,4,african american|commitment|friend|friendship|playboy,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,43,685,6.3,1.85,478
Comedy,The Wood?á,6585,2724,Richard T. Jones,0,flashback|friendship|public nudity|shower|wedding,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,50,405,6.9,1.85,990
Crime,The Usual Suspects?á,740918,20821,Kevin Pollak,4,criminal|dirty cop|flashback|limping|suspect,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,1182,979,8.6,2.35,28000
Fantasy,A Nightmare on Elm Street 5: The Dream Child?á,29659,584,Matthew Borlenghi,0,child|comic book|dream|murderer|nightmare,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,227,101,5.1,1.85,1000
Comedy,Van Wilder: Party Liaison?á,89128,19341,Erik Estrada,0,college|love|party|reporter|tuition,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,258,876,6.4,1.85,0
Drama,The Wrestler?á,251349,1582,Ajay Naidu,0,heart attack|stripper|supermarket|wrestler|wrestling,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,547,245,7.9,2.35,10000
Drama,Duel in the Sun?á,6304,2037,Jennifer Jones,0,box office hit|half breed|infidelity|shooting|texas,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,87,436,6.9,1.37,403
Comedy,Best in Show?á,45859,4611,Michael McKean,9,dog show|gay|gay character|gay couple|gay interest,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,340,925,7.5,1.85,0
Action,Escape from New York?á,91017,2270,Tom Atkins,1,1990s|police|prison|rescue|year 1997,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,284,602,7.2,2.35,0
Comedy,School Daze?á,4756,1284,Bill Nunn,4,beauty salon|black college|college|fraternity|sorority,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,38,282,5.8,1.85,624
Comedy,Daddy Day Camp?á,12339,1752,Tamala Jones,2,competition|estranged father|skunk|summer camp|wall,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,32,484,2.9,1.85,256
Action,Mr. Nice Guy?á,19774,773,Rachel Blakely,1,chef|cook|drugs|gang|reporter,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,70,155,6.2,2.35,355
Comedy,A Mighty Wind?á,22408,1660,Laura Harris,0,concert|mockumentary|musician|new york city|singer,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,272,378,7.3,1.85,0
Comedy,Mystic Pizza?á,18286,10430,Conchata Ferrell,4,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,73,960,6.2,1.85,0
Drama,War & Peace?á            ,9277,4528,Lily James,1,male frontal nudity|male nudity|tv mini series,http://www.imdb.com/title/tt3910804/?ref_=fn_tt_tt_1,44,888,8.2,16,11000
Comedy,Sliding Doors?á,52805,1462,John Lynch,1,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,278,427,6.8,1.85,0
Comedy,Tales from the Hood?á,4582,3221,David Alan Grier,0,child abuse|death|drugs|ku klux klan|police brutality,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,52,475,6.1,1.85,985
Biography,The Last King of Scotland?á,145580,1184,Abby Mukiibi Nkaaga,1,1970s|assassination|doctor|scottish|ugandan,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,351,149,7.7,2.35,0
Horror,Halloween 5?á,22929,1308,Troy Evans,1,cat|halloween|kitten|michael myers|psychotronic,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,287,256,5.2,1.85,926
Comedy,Bernie?á,45396,11328,Rick Dial,1,funeral|stockbroker|texas|vacation|widow,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,136,106,6.8,1.85,15000
Adventure,Dolphins and Whales 3D: Tribes of the Ocean?á,172,844,,0,3d in title|animal in title|digit in title|dolphin|manatee,http://www.imdb.com/title/tt0996382/?ref_=fn_tt_tt_1,5,0,6.5,1.78,28
Biography,Pollock?á,23023,1517,Amy Madigan,0,1940s|artist|drinking|life magazine|painter,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,148,394,7,1.85,0
Comedy,200 Cigarettes?á,13010,2697,Gaby Hoffmann,5,bartender|friend|new year's eve|party|punk,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,182,744,5.9,1.85,0
Drama,The Words?á,59637,51355,Olivia Wilde,1,american in paris|book|love|novel|writer,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,130,14000,7.1,1.85,21000
Comedy,Casa de mi Padre?á,17169,10123,Luis E. Carazo,1,absurd humor|drug lord|mexico|ranch|spaghetti western,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,70,806,5.5,2.35,9000
Comedy,City Island?á,27301,3825,Dominik Garc?¡a-Lorido,6,anger|family reunion|father son reunion|hugging|movie making,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,101,591,7.4,1.85,0
Comedy,The Guard?á,64794,3569,Wale Ojo,0,boat on fire|drug smuggling|fbi|fbi agent|small town,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,131,482,7.3,2.35,17000
Comedy,College?á,11011,4484,Haley Bennett,0,college|face slap|high school|loss of virginity|pierced nipple,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,78,1000,4.6,1.85,422
Drama,The Virgin Suicides?á,116910,7103,Scott Glenn,0,catholic|five sisters|isolation|school|suicide,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,520,899,7.2,1.85,0
Comedy,Little Voice?á,13892,2103,Brenda Blethyn,4,mother|recluse|shy|singer|talent,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,160,497,7,1.85,915
Comedy,Miss March?á,18313,1831,Raquel Alessi,2,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,73,308,5.1,1.85,985
Comedy,Wish I Was Here?á,29341,18947,Michael Weston,4,actor|dream sequence|genius recluse|jew|religion,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,93,1000,6.7,2.35,0
Comedy,Simply Irresistible?á,11439,5668,Lawrence Gilliard Jr.,1,chef|female chef|love|magic|restaurant,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,190,812,5.3,2.35,901
Crime,Veronica Mars?á            ,55524,3318,Enrico Colantoni,1,best friend|high school|private detective|sheriff|student,http://www.imdb.com/title/tt0412253/?ref_=fn_tt_tt_1,315,828,8.4,1.78,0
Comedy,Hedwig and the Angry Inch?á,26300,993,Andrea Martin,0,band|rock band|sex change|song|transsexual,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,231,261,7.8,1.85,0
Action,Only the Strong?á,4195,382,Todd Susman,1,capoeira|fight|fighting|martial arts|violence,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,50,91,6.7,1.85,0
Drama,Goddess of Love?á,522,546,Alexis Kendra,0,female nudity|hallucination|sex scene|strip club|stripper,http://www.imdb.com/title/tt3432552/?ref_=fn_tt_tt_1,5,77,5.4,2.35,84
Drama,Shattered Glass?á,28855,8297,Cas Anvar,0,fabricated facts|journalist|stephen glass|the new republic|writer,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,190,3000,7.2,2.35,0
Comedy,Novocaine?á,9589,489,Polly Noonan,3,dentist|drugs|murder|sex|sunflower,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,105,230,5.8,1.85,289
Drama,The Business of Strangers?á,3413,1407,Frederick Weller,2,airport|businesswoman|hotel|revenge|vegetarian,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,78,257,6.4,1.85,29
Action,The Wild Bunch?á,63192,2379,L.Q. Jones,1,friendship|honor|righteous rage|soldier|texas,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,287,288,8,2.35,0
Comedy,The Wackness?á,27266,2748,Method Man,2,ice cream|marijuana|new york city|summer|therapy,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,75,617,7,2.35,0
Adventure,The Great Train Robbery?á,11623,297,Pamela Salem,2,bank|gold|key|safe|train,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,50,34,7,1.85,643
Drama,Morvern Callar?á,6906,841,Paul Popplewell,0,breasts|cleavage|female rear nudity|girl in panties|public nudity,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,111,104,6.7,1.85,605
Action,Beastmaster 2: Through the Portal of Time?á,2281,2000,Marc Singer,2,beast|beastmaster|psychotronic|sword and sorcery|warrior,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,16,514,3.8,1.85,125
Biography,The 5th Quarter?á,1245,2370,Sammy Nagi Njuguna,2,athletic training|football practice|funeral|gymnasium|man crying,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,29,529,5.7,1.85,0
Drama,The Flower of Evil?á,2591,282,M??lanie Doutey,5,bordeaux|election|mayor|pamphlet|political thriller,http://www.imdb.com/title/tt0322289/?ref_=fn_tt_tt_1,36,67,6.6,1.66,52
Drama,The Greatest?á,7394,2163,Cara Seymour,2,car crash|loss|self help group|teenage mother|title directed by female,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,50,943,6.7,2.35,0
Drama,Snow Flower and the Secret Fan?á,3024,2430,Ji-hyun Jun,0,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,22,595,6.1,2.35,0
Drama,Come Early Morning?á,2330,1081,Ritchie Montgomery,0,church|drink|knocking on a door|love|three word title,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,29,206,6.2,1.85,224
Comedy,Lucky Break?á,1940,2440,Peter McNamara,0,escape|prison|prison escape|sadism|solitary confinement,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,34,766,6.2,2.35,30
Drama,Julia?á,6454,15604,Vanessa Redgrave,2,1930s|female protagonist|nazi|romantic friendship|writer,http://www.imdb.com/title/tt0076245/?ref_=fn_tt_tt_1,44,949,7.4,1.85,733
Comedy,"Surfer, Dude?á",7367,14599,Sarah Wright,0,barefoot|endorsement|surfboard|virtual reality|waves,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,37,826,4.7,1.85,850
Documentary,Lake of Fire?á,2143,105,Bill Baird,0,abortion|southern accent|title based on the bible|trial|usa,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,29,2,8.3,,570
Comedy,11:14?á,38273,2200,Shawn Hatosy,1,convenience store|multiple perspectives|murder|paramedic|van,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,133,618,7.2,1.85,0
Action,Men of War?á,2989,2152,Tim Guinee,1,cockney accent|fight|island|machismo|mercenary,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,38,472,5.8,2.35,176
Drama,Don McKay?á,2050,1227,Robert Wahlberg,1,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,17,521,5.9,1.85,275
Crime,Deadfall?á,32512,27575,Sissy Spacek,1,police officer|police officer killed|police officer shot|sex scene,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,86,10000,6.3,2.35,0
Drama,A Shine of Rainbows?á,1696,1940,John Bell,2,island|love|new home|orphan|rainbow,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,19,767,7.2,2.35,1000
Action,The Hit List?á,10196,3469,Cole Hauser,1,die hard scenario|engineer|held at gunpoint|race against time|shot to death,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,39,816,5.4,1.85,0
Comedy,Emma?á            ,10388,2563,Rupert Evans,1,friendship|love triangle|matchmaker|naivety|opposites attract,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,50,432,8.2,1.78,0
Horror,Videodrome?á,60522,477,Reiner Schwarz,0,cyberpunk|hallucination|illegality|snuff film|surrealism,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,228,20,7.3,1.85,0
Comedy,L'auberge espagnole?á,34383,1858,Iddo Goldberg,0,apartment|erasmus|language|student|trip,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,149,447,7.3,1.85,0
Drama,Song One?á,6797,12772,Li Jun Li,1,musician|number in title|recording|sibling,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,21,485,5.8,,0
Crime,Murder by Numbers?á,43575,34605,Agnes Bruckner,0,disposing of a dead body|high school student|murder|sociopath|teenage boy,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1,302,455,6.1,1.85,0
Drama,Winter in Wartime?á,9230,219,Martijn Lakemeier,1,horse|nazi|occupation|resistance movement|uncle nephew relationship,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,37,20,7.1,2.35,0
Comedy,Freaky Deaky?á,6741,6569,Bill Duke,0,black panties|bomb squad|car bomb|dynamite|girl in panties,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,11,2000,6.5,,0
Thriller,The Train?á,10119,502,Michel Simon,0,art|french|german|painting|train,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,124,94,7.9,1.66,0
Drama,Trade of Innocents?á,748,1443,Trieu Tran,2,angkor wat|human trafficking|sex slavery|sex tourism,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,8,323,5.4,2.35,543
Action,The Protector?á,30210,2205,Johnny Nguyen,0,die hard scenario|elephant|long take|police|sydney australia,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,214,635,7.1,1.85,0
Comedy,Stiff Upper Lips?á,867,1477,Samuel West,2,class conflict|edwardian era|england|sexual awakening|spoof,http://www.imdb.com/title/tt0120210/?ref_=fn_tt_tt_1,21,338,6.4,1.85,109
Comedy,The Inbetweeners?á            ,55987,1239,James Buckley,0,black comedy|bully|friend|house|practical joke,http://www.imdb.com/title/tt1220617/?ref_=fn_tt_tt_1,42,223,8.4,16,0
Comedy,Bend It Like Beckham?á,89806,2201,Anupam Kher,0,hinduism|marriage engagement|soccer|team|tradition,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,438,528,6.7,1.85,0
Drama,Sunshine State?á,3433,2584,Timothy Hutton,6,african american|business|coastline|florida|real estate,http://www.imdb.com/title/tt0286179/?ref_=fn_tt_tt_1,81,659,6.9,1.85,160
Action,Crossover?á,8707,2000,Eva Marcille,6,african american|basketball|basketball movie|critically bashed|tv commercial,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,36,378,2.1,1.85,244
Action,Khiladi 786?á,4633,1065,Johnny Lever,1,car crash|impersonating a police officer|long lost brother|marriage bureau|suitor,http://www.imdb.com/title/tt2166214/?ref_=fn_tt_tt_1,31,284,4.3,,365
Horror,[Rec] 2?á,55597,73,Andrea Ros,0,apartment|apartment building|blood sample|crucifix|zombie,http://www.imdb.com/title/tt1245112/?ref_=fn_tt_tt_1,148,9,6.6,1.85,4000
Musical,Standing Ovation?á,548,72,Kayla Raparelli,9,dance|dream|frog|philadelphia pennsylvania|snake,http://www.imdb.com/title/tt1303803/?ref_=fn_tt_tt_1,6,11,3.4,,277
Comedy,The Sting?á,175607,2387,Ray Walston,0,con|con man|courier|long con|murder,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,252,559,8.3,1.85,0
Biography,Chariots of Fire?á,40511,1651,John Gielgud,0,athlete|jew|missionary|olympic games|race,http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1,213,303,7.2,1.85,0
Comedy,Diary of a Mad Black Woman?á,10472,2723,Tamara Taylor,0,comic relief|diary|kiss|madea series|state flag,http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1,202,637,5.6,1.85,0
Biography,Shine?á,43013,888,Nicholas Bell,0,abuse|australia|concert|pianist|piano,http://www.imdb.com/title/tt0117631/?ref_=fn_tt_tt_1,104,294,7.7,1.85,0
Comedy,Don Jon?á,190494,44265,Tony Danza,1,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,314,19000,6.6,2.35,33000
Mystery,High Plains Drifter?á,36381,17599,John Hillerman,0,gravestone|gunfighter|outlaw|revenge|small town,http://www.imdb.com/title/tt0068699/?ref_=fn_tt_tt_1,169,742,7.6,2.35,0
Comedy,Ghost World?á,96129,34106,T.J. Thyne,0,art class|diner|friend|graduation|high school,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,488,12000,7.4,1.85,5000
Biography,Iris?á,14786,16768,Kris Marshall,1,alzheimer's disease|book|love|novelist|writer,http://www.imdb.com/title/tt0280778/?ref_=fn_tt_tt_1,144,1000,7.1,1.85,0
Comedy,Galaxina?á,1955,396,Angelo Rossitto,0,alien|android|fem bot|female android|stars,http://www.imdb.com/title/tt0080771/?ref_=fn_tt_tt_1,44,110,3.4,2.35,438
Drama,The Chorus?á,44151,745,G??rard Jugnot,0,boarding school|boy|choir|school|teacher,http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1,110,86,7.9,2.35,0
Comedy,Mambo Italiano?á,5548,1033,Claudia Ferri,0,gay|immigrant|italian|police|police officer,http://www.imdb.com/title/tt0330602/?ref_=fn_tt_tt_1,67,210,6.7,1.85,352
Crime,Wonderland?á,18792,1315,Franky G,0,murder|police|police investigation|porn star|robbery,http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,153,436,6.6,1.85,1000
Drama,Do the Right Thing?á,59524,2892,Danny Aiello,2,black militant|frustration|pizza|pizza parlor|pizzeria,http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1,418,652,7.9,1.85,0
Comedy,Harvard Man?á,3754,6776,Joey Lauren Adams,3,basketball|cheerleader|college|harvard|philosophy,http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1,69,902,4.9,2.35,113
Comedy,Le Havre?á,15267,391,Jean-Pierre Darroussin,1,bar|container|illegal immigrant|neighbor|shoe shiner,http://www.imdb.com/title/tt1508675/?ref_=fn_tt_tt_1,41,67,7.2,1.85,0
Crime,Irreversible?á,87244,118,Jo Prestia,0,long take|male frontal nudity|revenge|reverse chronology|vengeance,http://www.imdb.com/title/tt0290673/?ref_=fn_tt_tt_1,664,46,7.4,2.35,13000
Comedy,R100?á,1658,81,Shinobu Terajima,0,coma|one word title|spitting|sushi|swimming pool,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1,12,17,6.1,1.85,543
Comedy,Rang De Basanti?á,70233,1519,Madhavan,0,freedom|friend|india|student|urination,http://www.imdb.com/title/tt0405508/?ref_=fn_tt_tt_1,321,227,8.4,2.35,0
Drama,Animals?á,605,2030,David Dastmalchian,0,drug addict|drug addiction|drug use|drugs|junkie,http://www.imdb.com/title/tt3297554/?ref_=fn_tt_tt_1,8,697,6.2,2.35,679
Action,Salvation Boulevard?á,3788,561,Mike Eshaq,5,cross|doused with gasoline|pastor|security guard|shower,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,31,39,5.3,1.85,1000
Comedy,The Ten?á,15315,4883,Ron Silver,4,death|mexico|sabbath|surgeon|ten stories,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,117,543,5,1.85,915
Comedy,A Room for Romeo Brass?á,4471,6111,Shane Meadows,2,betrayal|family relationships|friendship|psychosis|stranger,http://www.imdb.com/title/tt0202559/?ref_=fn_tt_tt_1,47,680,7.7,1.85,484
Crime,Headhunters?á,79353,385,Julie R. ?ÿlgaard,3,art thief|male frontal nudity|male nudity|male star appears nude|painting,http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1,121,52,7.6,2.39,23000
Comedy,Grabbers?á,13227,1832,Bronagh Gallagher,0,bathtub|eaten alive|ferry boat|lobster trap|sprinkler system,http://www.imdb.com/title/tt1525366/?ref_=fn_tt_tt_1,70,567,6.3,2.35,11000
Comedy,Saint Ralph?á,4976,955,Gordon Pinsent,1,boston marathon|coma|marathon|miracles|running,http://www.imdb.com/title/tt0384488/?ref_=fn_tt_tt_1,52,259,7.6,1.85,989
Drama,Miss Julie?á,2894,631,Colin Farrell,2,kissing someone's boot|midsummer|telling someone to shut up|two word title|valet,http://www.imdb.com/title/tt2667960/?ref_=fn_tt_tt_1,14,0,5.6,,0
Drama,Somewhere in Time?á,21049,454,George Voskovec,2,hotel|love|love across time|time travel|time travel romance,http://www.imdb.com/title/tt0081534/?ref_=fn_tt_tt_1,249,191,7.3,1.85,0
